admin2,admin3,admin4,admin5,admin6,amount
District Council Falesti,NO DATA,Mayoralty of Musteata,NO DATA,Libraries,0.0
District Council Falesti,NO DATA,Mayoralty of Musteata,NO DATA,Local public administration authorities reserves fund,19000.0
District Council Falesti,NO DATA,Mayoralty of Musteata,NO DATA,Other culture/education activities and facilities,23000.0
District Council Falesti,NO DATA,Mayoralty of Musteata,NO DATA,Other social support and care actions and facilities,23400.0
District Council Falesti,NO DATA,Mayoralty of Musteata,NO DATA,Physical education and sports,12600.0
District Council Falesti,NO DATA,Mayoralty of Musteata,NO DATA,Preschool facilities,692570.4
District Council Falesti,NO DATA,Mayoralty of Musteata,NO DATA,Production Department of the utilities office and for the housing operation office,53095.0
District Council Falesti,NO DATA,Mayoralty of Musteata,NO DATA,other costs,36765.7
District Council Falesti,NO DATA,Mayoralty of Natalievca,NO DATA,Bank servicing of budget revenues,3479.17
District Council Falesti,NO DATA,Mayoralty of Natalievca,NO DATA,Centralized accounting offices,25961.800000000003
District Council Falesti,NO DATA,Mayoralty of Natalievca,NO DATA,"Culture palaces and houses, clubs and other similar facilities",150152.95
District Council Falesti,NO DATA,Mayoralty of Natalievca,NO DATA,"Districts, towns, villages (communities) planning/development",9520.0
District Council Falesti,NO DATA,Mayoralty of Natalievca,NO DATA,Executive authorities under the local public administration authorities,561285.72
District Council Falesti,NO DATA,Mayoralty of Natalievca,NO DATA,Libraries,30761.579999999998
District Council Falesti,NO DATA,Mayoralty of Natalievca,NO DATA,Local public administration authorities reserves fund,23000.0
District Council Falesti,NO DATA,Mayoralty of Natalievca,NO DATA,Other culture/education activities and facilities,12600.0
District Council Falesti,NO DATA,Mayoralty of Natalievca,NO DATA,Other social support and care actions and facilities,21600.0
District Council Falesti,NO DATA,Mayoralty of Natalievca,NO DATA,Physical education and sports,6600.0
District Council Falesti,NO DATA,Mayoralty of Natalievca,NO DATA,Preschool facilities,886010.3899999999
District Council Falesti,NO DATA,Mayoralty of Natalievca,NO DATA,Support for the young teaching staff from rural areas,4600.0
District Council Falesti,NO DATA,Mayoralty of Natalievca,NO DATA,other costs,1800.0
District Council Falesti,NO DATA,Mayoralty of Navirnet,NO DATA,Bank servicing of budget revenues,3191.8999999999996
District Council Falesti,NO DATA,Mayoralty of Navirnet,NO DATA,Centralized accounting offices,27596.410000000003
District Council Falesti,NO DATA,Mayoralty of Navirnet,NO DATA,"Culture palaces and houses, clubs and other similar facilities",69975.39000000001
District Council Falesti,NO DATA,Mayoralty of Navirnet,NO DATA,"Districts, towns, villages (communities) planning/development",137750.7
District Council Falesti,NO DATA,Mayoralty of Navirnet,NO DATA,Executive authorities under the local public administration authorities,508237.24000000005
District Council Falesti,NO DATA,Mayoralty of Navirnet,NO DATA,Libraries,48377.57
District Council Falesti,NO DATA,Mayoralty of Navirnet,NO DATA,Local public administration authorities reserves fund,11398.0
District Council Falesti,NO DATA,Mayoralty of Navirnet,NO DATA,Other culture/education activities and facilities,36321.53
District Council Falesti,NO DATA,Mayoralty of Navirnet,NO DATA,Other social support and care actions and facilities,11040.0
District Council Falesti,NO DATA,Mayoralty of Navirnet,NO DATA,Physical education and sports,14059.0
District Council Falesti,NO DATA,Mayoralty of Navirnet,NO DATA,Preschool facilities,1401898.9899999998
District Council Falesti,NO DATA,Mayoralty of Navirnet,NO DATA,Production Department of the utilities office and for the housing operation office,127788.47
District Council Falesti,NO DATA,Mayoralty of Navirnet,NO DATA,Summer recreation for children,15000.0
District Council Falesti,NO DATA,Mayoralty of Navirnet,NO DATA,Support for the young teaching staff from rural areas,4600.0
District Council Falesti,NO DATA,Mayoralty of Navirnet,NO DATA,other costs,35929.92
District Council Falesti,NO DATA,Mayoralty of Obreja Veche,NO DATA,Administrative-military activities,2250.0
District Council Falesti,NO DATA,Mayoralty of Obreja Veche,NO DATA,Bank servicing of budget revenues,5618.16
District Council Falesti,NO DATA,Mayoralty of Obreja Veche,NO DATA,Centralized accounting offices,20200.0
District Council Falesti,NO DATA,Mayoralty of Obreja Veche,NO DATA,"Culture palaces and houses, clubs and other similar facilities",109082.77
District Council Falesti,NO DATA,Mayoralty of Obreja Veche,NO DATA,"Districts, towns, villages (communities) planning/development",35165.2
District Council Falesti,NO DATA,Mayoralty of Obreja Veche,NO DATA,Executive authorities under the local public administration authorities,566656.0800000001
District Council Falesti,NO DATA,Mayoralty of Obreja Veche,NO DATA,Gymnasiums,119925.84
District Council Falesti,NO DATA,Mayoralty of Obreja Veche,NO DATA,Libraries,70083.32999999999
District Council Falesti,NO DATA,Mayoralty of Obreja Veche,NO DATA,Local public administration authorities reserves fund,12000.0
District Council Falesti,NO DATA,Mayoralty of Obreja Veche,NO DATA,Other culture/education activities and facilities,16673.45
District Council Falesti,NO DATA,Mayoralty of Obreja Veche,NO DATA,Other social support and care actions and facilities,21600.0
District Council Falesti,NO DATA,Mayoralty of Obreja Veche,NO DATA,Physical education and sports,21091.0
District Council Falesti,NO DATA,Mayoralty of Obreja Veche,NO DATA,Preschool facilities,925692.8
District Council Falesti,NO DATA,Mayoralty of Obreja Veche,NO DATA,Summer recreation for children,10000.0
District Council Falesti,NO DATA,Mayoralty of Obreja Veche,NO DATA,Support for the young teaching staff from rural areas,8431.2
District Council Falesti,NO DATA,Mayoralty of Obreja Veche,NO DATA,other costs,5306.43
District Council Falesti,NO DATA,Mayoralty of Pietrosu,NO DATA,Bank servicing of budget revenues,991.45
District Council Falesti,NO DATA,Mayoralty of Pietrosu,NO DATA,Centralized accounting offices,9539.93
District Council Falesti,NO DATA,Mayoralty of Pietrosu,NO DATA,"Culture palaces and houses, clubs and other similar facilities",61110.560000000005
District Council Falesti,NO DATA,Mayoralty of Pietrosu,NO DATA,"Districts, towns, villages (communities) planning/development",12883.0
District Council Falesti,NO DATA,Mayoralty of Pietrosu,NO DATA,Environment funds,56354.0
District Council Falesti,NO DATA,Mayoralty of Pietrosu,NO DATA,Executive authorities under the local public administration authorities,768619.55
District Council Falesti,NO DATA,Mayoralty of Pietrosu,NO DATA,Libraries,30164.639999999996
District Council Falesti,NO DATA,Mayoralty of Pietrosu,NO DATA,Local public administration authorities reserves fund,3000.0
District Council Falesti,NO DATA,Mayoralty of Pietrosu,NO DATA,Other culture/education activities and facilities,13100.0
District Council Falesti,NO DATA,Mayoralty of Pietrosu,NO DATA,Other social support and care actions and facilities,7200.0
District Council Falesti,NO DATA,Mayoralty of Pietrosu,NO DATA,Physical education and sports,3500.0
District Council Falesti,NO DATA,Mayoralty of Pietrosu,NO DATA,Preschool facilities,257450.74000000002
District Council Falesti,NO DATA,Mayoralty of Pietrosu,NO DATA,Support for the young teaching staff from rural areas,4240.0
District Council Falesti,NO DATA,Mayoralty of Pietrosu,NO DATA,other costs,9000.0
District Council Falesti,NO DATA,Mayoralty of Pinzareni,NO DATA,Bank servicing of budget revenues,1662.73
District Council Falesti,NO DATA,Mayoralty of Pinzareni,NO DATA,Centralized accounting offices,18191.149999999998
District Council Falesti,NO DATA,Mayoralty of Pinzareni,NO DATA,"Culture palaces and houses, clubs and other similar facilities",57156.68
District Council Falesti,NO DATA,Mayoralty of Pinzareni,NO DATA,"Districts, towns, villages (communities) planning/development",28991.53
District Council Falesti,NO DATA,Mayoralty of Pinzareni,NO DATA,Executive authorities under the local public administration authorities,472703.93000000005
District Council Falesti,NO DATA,Mayoralty of Pinzareni,NO DATA,Gymnasiums,53598.65
District Council Falesti,NO DATA,Mayoralty of Pinzareni,NO DATA,Libraries,29727.78
District Council Falesti,NO DATA,Mayoralty of Pinzareni,NO DATA,Local public administration authorities reserves fund,0.0
District Council Falesti,NO DATA,Mayoralty of Pinzareni,NO DATA,Other culture/education activities and facilities,29999.91
District Council Falesti,NO DATA,Mayoralty of Pinzareni,NO DATA,Other social support and care actions and facilities,14400.0
District Council Falesti,NO DATA,Mayoralty of Pinzareni,NO DATA,Physical education and sports,0.0
District Council Falesti,NO DATA,Mayoralty of Pinzareni,NO DATA,Preschool facilities,481945.24999999994
District Council Falesti,NO DATA,Mayoralty of Pinzareni,NO DATA,Roads office,348878.44
District Council Falesti,NO DATA,Mayoralty of Pinzareni,NO DATA,Summer recreation for children,15000.0
District Council Falesti,NO DATA,Mayoralty of Pinzareni,NO DATA,Support for the young teaching staff from rural areas,9200.0
District Council Falesti,NO DATA,Mayoralty of Pinzareni,NO DATA,other costs,28317.34
District Council Falesti,NO DATA,Mayoralty of Pirlita,NO DATA,Bank servicing of budget revenues,2447.17
District Council Falesti,NO DATA,Mayoralty of Pirlita,NO DATA,Centralized accounting offices,27178.160000000003
District Council Falesti,NO DATA,Mayoralty of Pirlita,NO DATA,"Culture palaces and houses, clubs and other similar facilities",306581.73
District Council Falesti,NO DATA,Mayoralty of Pirlita,NO DATA,"Districts, towns, villages (communities) planning/development",214855.55
District Council Falesti,NO DATA,Mayoralty of Pirlita,NO DATA,Executive authorities under the local public administration authorities,573354.9199999999
District Council Falesti,NO DATA,Mayoralty of Pirlita,NO DATA,Libraries,54961.57
District Council Falesti,NO DATA,Mayoralty of Pirlita,NO DATA,Local public administration authorities reserves fund,171582.38
District Council Falesti,NO DATA,Mayoralty of Pirlita,NO DATA,Other culture/education activities and facilities,23265.27
District Council Falesti,NO DATA,Mayoralty of Pirlita,NO DATA,Other social support and care actions and facilities,86806.0
District Council Falesti,NO DATA,Mayoralty of Pirlita,NO DATA,Physical education and sports,350.0
District Council Falesti,NO DATA,Mayoralty of Pirlita,NO DATA,Preschool facilities,1259857.85
District Council Falesti,NO DATA,Mayoralty of Pirlita,NO DATA,other costs,1518.0
District Council Falesti,NO DATA,Mayoralty of Pompa,NO DATA,Bank servicing of budget revenues,1410.06
District Council Falesti,NO DATA,Mayoralty of Pompa,NO DATA,Centralized accounting offices,14612.19
District Council Falesti,NO DATA,Mayoralty of Pompa,NO DATA,"Culture palaces and houses, clubs and other similar facilities",71935.87000000002
District Council Falesti,NO DATA,Mayoralty of Pompa,NO DATA,"Districts, towns, villages (communities) planning/development",93762.74
District Council Falesti,NO DATA,Mayoralty of Pompa,NO DATA,Executive authorities under the local public administration authorities,426969.81999999995
District Council Falesti,NO DATA,Mayoralty of Pompa,NO DATA,Libraries,25406.109999999997
District Council Falesti,NO DATA,Mayoralty of Pompa,NO DATA,Local public administration authorities reserves fund,0.0
District Council Falesti,NO DATA,Mayoralty of Pompa,NO DATA,Other culture/education activities and facilities,2550.0
District Council Falesti,NO DATA,Mayoralty of Pompa,NO DATA,Other social support and care actions and facilities,21600.0
District Council Falesti,NO DATA,Mayoralty of Pompa,NO DATA,Physical education and sports,0.0
District Council Falesti,NO DATA,Mayoralty of Pompa,NO DATA,Preschool facilities,303494.35
District Council Falesti,NO DATA,Mayoralty of Pompa,NO DATA,Support for the young teaching staff from rural areas,1400.0
District Council Falesti,NO DATA,Mayoralty of Pompa,NO DATA,other costs,72624.04000000001
District Council Falesti,NO DATA,Mayoralty of Pruteni,NO DATA,Bank servicing of budget revenues,1449.28
District Council Falesti,NO DATA,Mayoralty of Pruteni,NO DATA,Centralized accounting offices,20700.68
District Council Falesti,NO DATA,Mayoralty of Pruteni,NO DATA,"Culture palaces and houses, clubs and other similar facilities",184823.66
District Council Falesti,NO DATA,Mayoralty of Pruteni,NO DATA,"Districts, towns, villages (communities) planning/development",74644.44
District Council Falesti,NO DATA,Mayoralty of Pruteni,NO DATA,Executive authorities under the local public administration authorities,468914.62
District Council Falesti,NO DATA,Mayoralty of Pruteni,NO DATA,Libraries,58417.95999999999
District Council Falesti,NO DATA,Mayoralty of Pruteni,NO DATA,Local public administration authorities reserves fund,0.0
